koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_eccen,koi_impact,koi_num_transits,koi_model_snr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_kepmag,koi_gmag,koi_rmag,koi_jmag
FALSE POSITIVE,0.449249224,4.7565,4.1944e+05,0.675588,95.83,0.0117,73.13,2941,17801.78,0,0.494,0,1194.9,0,1,0,0,6338,4.239,1.299,1.065,,15.282,15.754,15.27,14.255
FALSE POSITIVE,0.687004402,3.829,9.3700e+01,0.009437,2.89,0.017,58.12,3535,36888.8,0,0.689,1389,45,1,0,1,0,6240,3.684,2.803,1.385,,13.316,13.785,13.284,12.084
FALSE POSITIVE,0.91839938,4.479,1.5210e+02,0.011479,1,0.0174,70.4,1558,1389.28,0,0.519,718,16.8,0,1,0,1,5222,4.556,0.795,0.828,,15.908,16.614,15.824,14.403
CANDIDATE,64.1983721,0.934,2.4820e+02,0.014753,1.74,0.3034,89.95,506,15.49,0,0.347,22,6.8,0,0,0,0,6088,4.329,1.077,0.901,,13.839,14.254,13.79,12.706
FALSE POSITIVE,0.94356284,5.721,1.3400e+01,0.003499,0.76,0.0227,63.89,3176,23945.42,0,0.569,1432,16,1,0,0,0,7693,4.083,1.984,1.737,,12.749,12.873,12.708,12.09
FALSE POSITIVE,2.243569483,4.14769,6.6328e+04,0.241376,21.11,0.031,85.58,1364,817.05,0,0.381,602,1107.7,0,1,0,0,6081,4.526,0.801,0.786,,14.965,15.405,14.944,13.806
FALSE POSITIVE,8.258181993,3.9122,3.1186e+05,0.600079,58.19,0.0743,88.54,809,101.33,0,0.61,330,2981.6,0,1,0,0,5306,4.445,0.888,0.802,,13.448,14.083,13.382,12.085
CANDIDATE,82.78482,7.52,1.9040e+02,0.013391,2.16,0.3793,89.38,501,14.88,0,0.682,16,8.4,0,0,0,0,5749,4.123,1.48,1.059,,14.909,15.447,14.886,13.626
FALSE POSITIVE,1.81139053,8.64,7.7500e+01,0.145429,14.47,0.0291,11.55,1466,1092.69,0,1.137,739,12.5,0,0,0,1,5941,4.519,0.911,1.001,,15.372,15.887,15.326,14.154
CANDIDATE,2.4376438,1.587,2.7100e+01,0.004757,0.79,0.0368,89.45,1686,1909.13,0,0.112,553,8.8,0,0,0,0,5927,4.117,1.53,1.118,,12.66,13.062,12.624,11.603
CANDIDATE,0.721522907,1.4521,2.2528e+04,0.161792,11.04,0.0134,75.08,1475,1115.99,0,0.831,1849,815.3,0,1,0,0,4893,4.634,0.625,0.614,,15.069,15.832,15.024,13.45
FALSE POSITIVE,7.09520543,3.69044,2.3268e+05,0.591183,50.23,0.0688,87.82,813,103.28,0,0.778,186,1959.2,0,1,0,0,5481,4.592,0.778,0.871,,15.137,15.723,15.081,13.832
FALSE POSITIVE,0.651731691,2.4602,2.0524e+04,0.447326,71.9,0.0142,50.43,2604,10815.86,0,1.255,2057,347.5,0,1,0,0,5791,4.052,1.472,0.89,,13.879,14.394,13.836,12.623
FALSE POSITIVE,0.50818743,3.433,5.4900e+01,0.007416,1.26,0.0144,46.66,3274,27312.92,0,0.779,2643,29.1,1,0,0,0,7141,4.243,1.56,1.558,,13.313,13.588,13.251,12.202
FALSE POSITIVE,2.73398963,1.52,,,,,,,25373.9,,,483,,1,0,0,0,,,,,,11.727,11.603,11.769,11.451
CANDIDATE,19.1644498,3.553,6.3800e+01,0.007503,1.83,0.1538,89.15,988,225.26,0,0.525,72,8.9,0,0,0,0,5877,3.86,2.234,1.319,,13.314,13.687,13.279,12.256
FALSE POSITIVE,40.06967462,9.3564,4.1865e+04,0.207722,27.38,0.2376,88.56,588,28.2,0,0.767,28,1304.8,0,1,0,0,5911,4.321,1.207,1.112,,14.458,14.994,14.398,13.248
FALSE POSITIVE,55.884827,2.283,4.9760e+02,0.02222,2.11,0.2828,89.67,438,8.7,0,0.752,20,7.7,1,0,0,0,5668,4.545,0.868,0.963,,15.873,16.447,15.804,14.526
FALSE POSITIVE,3.75938475,1.188,1.3310e+02,0.01077,3.1,0.0452,88.81,1677,1868.97,0,0.505,353,11.3,0,0,1,0,4976,3.534,2.638,0.868,,12.917,13.705,12.874,11.314
FALSE POSITIVE,10.6840477,3.515,8.1901e+04,0.462694,26.43,0.0779,87.64,444,9.21,0,1.012,126,395.3,0,1,0,0,3887,4.743,0.523,0.553,,15.774,17.137,15.818,13.587
FALSE POSITIVE,2.00280845,1.22,,,,,,,15763.18,,,666,,1,0,0,0,,,,,,11.696,11.68,11.701,11.354
FALSE POSITIVE,10.67459836,3.82706,1.6676e+04,0.42291,68.58,0.1039,84.98,1083,325.55,0,1.255,50,1845.6,0,1,0,0,6496,4.212,1.485,1.312,,10.81,11.061,10.742,9.828
FALSE POSITIVE,2.305097141,1.9378,5.8800e+03,0.375137,89.22,0.0438,73.81,2753,13581.41,0,1.286,463,133.4,1,0,0,0,8851,4.085,2.178,2.106,,13.866,13.876,13.863,13.354
FALSE POSITIVE,0.974477904,2.69834,8.8469e+03,0.377415,618.37,0.0293,52.24,5205,172916.96,0,1.252,1101,801.7,0,1,0,0,5210,2.631,15.004,3.512,,10.282,11.004,10.198,8.763
FALSE POSITIVE,18.52591745,5.9056,4.5566e+05,0.665088,64.42,0.1361,89.38,618,34.58,0,0.415,0,2246.9,0,1,0,0,5492,4.533,0.887,0.978,,15.124,15.75,15.025,13.733
CANDIDATE,4.15736472,2.217,2.0070e+02,0.012759,1.09,0.0471,89.09,931,178.03,0,0.226,256,11.2,0,0,0,0,5183,4.558,0.782,0.806,,15.517,16.224,15.467,14.109
FALSE POSITIVE,0.502454299,2.31547,3.7454e+04,0.44673,43.95,0.0121,52.05,2336,7025.25,0,1.17,2664,873.6,0,1,0,0,6134,4.498,0.901,0.932,,13.532,13.913,13.486,12.447
FALSE POSITIVE,27.30815016,4.43906,3.8800e+05,0.583164,47.06,0.1611,89.87,523,17.75,0,0.167,0,820.9,0,1,0,0,5541,4.574,0.739,0.747,,15.529,16.099,15.495,14.261
FALSE POSITIVE,1.262742487,1.7433,1.5911e+04,0.390852,134.45,0.0263,72.24,2548,9925.41,0,1.213,1064,60.8,0,1,0,0,5273,3.621,3.15,1.511,,13.573,14.293,13.505,12.092
FALSE POSITIVE,0.59586463,1.5,,,,,,,931.51,,,0,,1,0,0,0,,,,,,14.343,15.52,14.333,12.336
FALSE POSITIVE,1.222127938,2.2613,2.4865e+03,0.319159,30.32,0.0208,52.79,1470,1107.41,0,1.258,1091,200.9,0,1,1,0,5157,4.465,0.87,0.806,,14.73,15.467,14.666,13.293
FALSE POSITIVE,8.627475562,4.65505,3.6784e+04,0.424975,188.55,0.1002,84.61,1446,1031.92,0,1.141,158,1157.5,0,1,0,0,5146,3.475,4.063,1.795,,13.835,14.648,13.773,12.276
FALSE POSITIVE,0.589753355,0.606,2.1600e+02,0.013925,1.03,0.0125,87.47,1760,2262.14,0,0.318,1131,12.4,0,0,1,0,5414,4.648,0.678,0.759,,15.832,16.428,15.804,14.503
FALSE POSITIVE,2.751566365,5.2403,7.2609e+04,0.457086,42.98,0.0364,75.86,1171,445.35,0,1.041,491,180,0,1,0,0,5461,4.497,0.861,0.851,,15.311,15.941,15.26,13.971
FALSE POSITIVE,0.760935268,2.77023,3.7060e+05,0.639362,35.68,0.0132,81.14,1285,640.66,0,0.527,0,1289,0,1,0,0,4675,4.74,0.511,0.523,,12.402,13.16,12.381,10.873
CANDIDATE,2.012094,2.157,7.4800e+01,0.00782,0.99,0.0309,89.47,1523,1274.27,0,0.066,632,9.1,0,0,0,0,5633,4.296,1.162,0.973,,14.927,15.551,14.876,13.586
FALSE POSITIVE,1.33258772,5.187,7.0800e+01,0.008054,1.13,0.0234,68.46,1825,2625.26,0,0.634,1006,16,0,0,1,1,5576,4.201,1.289,0.963,,15.276,15.736,15.243,14.125
CANDIDATE,9.4767057,3.893,2.3050e+02,0.013848,1.38,0.0879,89.99,841,118.13,0,0.003,133,8.6,0,0,0,0,5911,4.519,0.914,1.006,,15.761,16.303,15.723,14.507
CANDIDATE,6.65171459,2.325,1.5150e+02,0.011219,0.84,0.0628,88.85,713,61.01,0,0.408,191,10,0,0,0,0,4889,4.637,0.686,0.759,,14.976,15.758,14.928,13.477
CANDIDATE,208.54335,9.851,6.1460e+02,0.022302,2.84,0.6732,90,321,2.52,0,0.001,4,10.4,0,0,0,0,5533,4.275,1.166,0.934,,15.254,15.746,15.227,14.037
CANDIDATE,17.7189786,4.102,1.7680e+02,0.011983,1.44,0.1304,89.91,713,61.01,0,0.05,76,9.7,0,0,0,0,5566,4.329,1.099,0.938,,15.246,15.77,15.201,14.027
CANDIDATE,5.0395851,4.556,7.0100e+01,0.007685,0.78,0.0552,88.81,1067,306.35,0,0.1968,263,9.6,0,0,0,0,5912,4.453,0.924,0.884,,14.634,15.123,14.603,13.461
CANDIDATE,7.64370363,2.738,7.0900e+01,0.008476,1.85,0.0819,86.67,1334,748.7,0,0.785,144,13.2,0,0,0,0,6120,3.934,2,1.251,,13.266,13.985,13.232,11.897
FALSE POSITIVE,1.353414369,13.416,6.1020e+02,0.230713,216.31,0.03,12.86,3617,40561.5,0,1.202,669,100.8,1,0,1,1,4850,2.865,8.586,1.969,,12.318,13.271,12.259,10.459
FALSE POSITIVE,2.9590637,28.81,2.3600e+01,0.004506,0.65,0.0403,73.34,1564,1415.74,0,0.2957,455,6.4,1,0,0,0,6192,4.195,1.322,0.999,,12.913,13.298,12.873,11.859
FALSE POSITIVE,1.806631432,1.102,2.1750e+02,0.013818,1.05,0.0257,87.15,1059,297.98,0,0.536,349,10.4,0,0,1,0,4606,4.591,0.699,0.696,,15.278,16.26,15.197,13.55
FALSE POSITIVE,15.06649153,6.2852,1.0605e+05,0.498785,88.56,0.1206,87.26,932,177.96,0,0.988,73,893,0,1,0,0,5751,4.028,1.626,1.028,,14.213,14.614,14.154,13.228
FALSE POSITIVE,1.831829703,7.289,4.0509e+04,0.207158,49.38,0.0273,66.79,2078,4410.65,0,0.788,589,140.4,0,1,0,0,5269,3.667,2.183,0.806,,13.061,13.723,13.028,11.581
FALSE POSITIVE,0.738527259,1.2174,4.2290e+02,0.194328,49.08,0.0175,42.97,2978,18549.81,0,1.171,1447,104.1,0,1,1,0,5869,3.825,2.313,1.302,,12.997,13.553,12.974,11.692
FALSE POSITIVE,0.89627093,2.2033,6.6994e+04,0.462389,43.47,0.0172,71.51,1733,2129.33,0,1.062,1195,152.9,0,1,0,0,5551,4.493,0.861,0.842,,15.261,15.872,15.204,13.905
CANDIDATE,5.11683678,3.119,1.6140e+02,0.011703,1.16,0.0582,88.65,1039,275.15,0,0.286,168,9.2,0,0,0,0,5955,4.52,0.91,0.999,,15.221,15.739,15.175,13.987
FALSE POSITIVE,1.06100327,1.675,9.5900e+01,0.008961,0.94,0.0207,88.81,1793,2443.69,0,0.0834,1069,9.7,0,0,1,1,5966,4.493,0.961,1.049,,15.14,15.651,15.08,13.94
FALSE POSITIVE,0.922030594,4.367,1.3859e+04,0.394152,49.63,0.0196,41.24,2194,5474.27,0,1.242,1460,331.7,0,1,1,0,6484,4.386,1.153,1.178,,14.351,14.69,14.295,13.314
FALSE POSITIVE,611.09299,15.22,2.7000e+02,0.0151,1.53,1.4167,89.95,215,0.51,0,0.2171,3,12.2,1,0,0,0,6032,4.508,0.929,1.014,,13.604,14.028,13.542,12.479
FALSE POSITIVE,24.71479071,5.06776,2.0873e+05,0.552011,112.24,0.1772,89.1,901,155.67,0,0.781,52,5148.8,0,1,0,0,6300,3.982,1.862,1.214,,12.526,12.86,12.46,11.487
CANDIDATE,16.1191449,3.039,2.6220e+02,0.015667,1.34,0.1125,88.81,619,34.7,0,0.6704,70,8.2,0,0,0,0,5319,4.514,0.783,0.729,,15.696,16.373,15.659,14.326
FALSE POSITIVE,3.6329347,2.3,,,,,,,10830.2,,,371,,1,0,0,0,,,,,,13.758,13.673,13.787,13.52
FALSE POSITIVE,1.161947482,4.46886,1.2990e+05,0.431738,68.69,0.0232,71.53,2174,5300.4,0,0.815,925,2435.4,0,1,0,0,6225,4.204,1.457,1.242,,13.14,13.559,13.086,12.073
FALSE POSITIVE,0.607191908,1.30166,1.7369e+04,0.169749,12.44,0.0122,70.72,1759,2251.28,0,0.917,1761,961.9,0,1,0,0,5370,4.598,0.671,0.649,,15.428,16.057,15.417,14.038
FALSE POSITIVE,2.2502073,2.203,2.6010e+02,0.014278,19.94,0.0382,87.99,3637,41377.92,0,0.268,87,7.8,1,0,1,0,4507,2.391,12.787,1.467,,11.946,12.943,11.874,10.055
CANDIDATE,17.9925973,2.762,1.9850e+02,0.013684,1.62,0.133,88.96,748,73.97,0,0.678,57,8.7,0,0,0,0,5931,4.351,1.087,0.967,,14.604,15.096,14.571,13.462
FALSE POSITIVE,0.648775795,4.34648,1.0882e+05,0.490732,41.58,0.0136,57.03,1714,2038.54,0,0.961,1595,6873.9,0,1,0,0,5143,4.559,0.776,0.796,,10.201,11.142,10.32,8.723
FALSE POSITIVE,4.132521615,12.4949,1.5625e+05,0.521136,93.1,0.0518,74.77,1628,1660.29,0,0.877,322,440,0,1,0,0,6567,4.045,1.636,1.084,,13.894,14.237,13.89,12.671
FALSE POSITIVE,410.88527,24.1,2.0596e+03,99.230606,200346,1.5122,73.91,774,84.63,0,100.196,3,21.5,1,0,0,0,5015,2.34,18.489,2.725,,12.962,13.744,12.933,11.352
CANDIDATE,74.371666,12.59,1.0280e+02,0.009895,2.39,0.3445,88.81,767,81.88,0,0.6894,5,12.1,0,0,0,0,6865,3.742,2.211,0.983,,11.319,11.489,11.262,10.34
FALSE POSITIVE,0.938905082,5.00453,3.5889e+05,0.627086,205.64,0.0237,77.26,4281,79148.54,0,0.54,1434,2584.7,0,1,0,0,8615,3.784,3.003,2.002,,13.613,13.624,13.61,13.072
FALSE POSITIVE,0.93891532,2.134,3.9100e+01,0.005777,1.13,0.021,88.84,2667,11944.88,0,0.069,1427,8.2,0,0,1,1,6534,4.074,1.797,1.395,,13.91,14.134,13.836,13.061
FALSE POSITIVE,16.29421371,6.01687,1.7401e+05,0.413232,68.05,0.1322,88.67,929,176.22,0,0.612,82,7486.2,0,1,0,0,6237,4.145,1.508,1.156,,14.203,14.543,14.164,13.198
FALSE POSITIVE,11.02520205,12.8097,4.2976e+05,0.653041,164.02,0.0977,87.61,1294,663.18,0,0.439,101,2585.5,1,0,0,0,6047,3.724,2.3,1.021,,12.113,12.546,12.098,10.997
FALSE POSITIVE,10.81916946,5.50262,4.3714e+05,0.626194,67.76,0.0946,89.35,850,123.51,0,0.275,0,5258.2,0,1,0,0,5955,4.429,0.991,0.961,,14.342,14.818,14.296,13.079
FALSE POSITIVE,2.680514453,3.21178,1.9575e+05,0.415869,48.86,0.0373,87.66,1431,989.89,0,0.359,498,665.5,0,1,0,0,6038,4.356,1.076,0.958,,14.746,15.214,14.699,13.524
CANDIDATE,19.164111,2.773,2.1590e+02,0.015058,1.11,0.1269,88.59,519,17.12,0,0.805,68,8.1,0,0,0,0,5103,4.65,0.674,0.747,,15.455,16.128,15.4,14.007
FALSE POSITIVE,1.053573674,1.70116,3.0630e+03,0.37184,299.87,0.0263,56.36,4319,81969.77,0,1.308,1268,445.3,0,1,0,0,5838,3.038,7.385,2.172,,12.97,13.419,12.923,11.741
FALSE POSITIVE,0.970085646,1.129,1.5300e+02,0.010926,18.65,0.0241,89.7,5119,162048.58,0,0.035,1195,9.8,0,1,1,0,4555,2.346,15.63,1.974,,12.026,12.953,11.956,10.219
FALSE POSITIVE,63.52017525,17.1759,3.2548e+04,0.163049,77.1,0.3699,89.31,745,72.92,0,0.375,21,1708.1,0,1,0,0,4938,3.388,4.33,1.669,,14.985,15.782,14.882,13.338
FALSE POSITIVE,11.30098763,10.5199,3.2570e+05,0.614184,97.12,0.1024,87.18,1019,254.84,0,0.606,238,5027.8,0,1,0,0,6143,4.165,1.448,1.118,,13.203,13.579,13.146,12.157
FALSE POSITIVE,0.92098747,2.04,,,,,,,27890.55,,,1469,,1,0,0,0,,,,,,10.206,10.268,10.185,9.668
FALSE POSITIVE,2.182515126,6.8413,1.1493e+05,0.499998,128.15,0.0405,71.39,2703,12627.67,0,0.968,620,861.6,0,1,0,0,8051,3.966,2.347,1.856,,13.419,13.503,13.391,12.736
FALSE POSITIVE,2.659418888,6.98414,3.0523e+05,0.604473,61.52,0.0376,81.75,1352,789.69,0,0.634,510,5776.1,0,1,0,0,6156,4.5,0.932,1,,14.905,15.334,14.859,13.786
FALSE POSITIVE,2.31610674,3.347,3.3600e+01,0.005385,0.7,0.0347,85.29,1559,1393.98,0,0.404,584,13,0,0,0,1,6025,4.3,1.193,1.036,,13.608,14.073,13.562,12.474
CANDIDATE,13.5164708,2.628,1.4010e+02,0.010754,0.88,0.1036,89.95,645,40.81,0,0.1593,101,7.1,0,0,0,0,5442,4.6,0.747,0.811,,15.087,15.69,15.041,13.735
FALSE POSITIVE,0.948683571,1.676,1.5090e+02,0.011996,1.12,0.0186,77.91,1665,1815.32,0,0.691,1197,13.8,0,0,1,0,5576,4.556,0.852,0.953,,15.8,16.41,15.697,14.498
FALSE POSITIVE,1.65546056,3.52,1.2510e+02,0.010068,0.9,0.0266,88.29,1331,743.75,0,0.109,684,12.4,0,0,1,1,5438,4.574,0.82,0.92,,15.876,16.568,15.833,14.474
FALSE POSITIVE,1.655472351,5.09197,1.7420e+05,0.528324,125.25,0.0295,75.63,2546,9914.08,0,0.836,809,823.8,0,1,0,0,6725,3.86,2.171,1.247,,11.471,11.687,11.399,10.471
FALSE POSITIVE,4.50279037,6.72,,,,,,,1017.15,,,308,,1,0,0,0,,,,,,11.606,11.821,11.534,10.712
FALSE POSITIVE,1.759276227,3.19585,3.2091e+04,0.303185,40.79,0.0307,73.27,1861,2828.82,0,1.026,758,2857.7,0,1,0,0,6656,4.351,1.232,1.248,,12.984,13.25,12.92,12.036
FALSE POSITIVE,1.09206792,1.646,1.0590e+02,0.009335,0.74,0.0192,85.47,1320,715.46,0,0.378,1210,7.7,0,0,0,1,4856,4.609,0.728,0.793,,15.924,16.806,15.867,14.293
CANDIDATE,4.83014159,0.957,1.9200e+02,0.012676,1.3,0.0549,89.95,1039,275.02,0,0.034,278,11.7,0,0,0,0,5693,4.467,0.939,0.943,,14.991,15.572,14.939,13.773
CANDIDATE,2.41194057,1.787,6.7300e+01,0.007779,1.35,0.0355,86.11,1654,1771.98,0,0.579,551,10.6,0,0,0,0,5598,4.045,1.594,1.028,,14.106,14.634,14.059,12.861
FALSE POSITIVE,1.613014741,4.39594,1.5212e+05,0.518451,157.33,0.0335,76.01,3145,23173.2,0,0.882,834,1096.1,0,1,0,0,7832,3.836,2.779,1.93,,12.146,12.241,12.114,11.469
FALSE POSITIVE,6.2089181,2.292,1.6640e+03,0.039866,9.2,0.0666,87.66,1378,853.5,0,0.6977,43,8.4,0,0,1,0,5548,3.797,2.113,1.021,,16.984,17.789,16.999,15.167
FALSE POSITIVE,0.77996263,3.369,2.5700e+01,0.004639,0.83,0.0168,87.66,2607,10919.82,0,0.0723,1712,9.7,1,0,0,1,6002,4.032,1.629,1.041,,13.417,13.918,13.38,12.238
CANDIDATE,0.800263219,0.729,1.7050e+02,0.011898,0.77,0.014,88.91,1240,561.84,0,0.16,1666,13.2,0,0,0,0,4336,4.656,0.59,0.574,,15.695,16.772,15.588,13.799
FALSE POSITIVE,18.64632309,8.853,2.3100e+05,0.561645,213.31,0.1589,88.08,1194,480.54,0,0.742,73,2895.8,1,0,0,0,5786,3.542,3.478,1.536,,13.729,14.364,13.703,12.348
CANDIDATE,441.17369,14.82,7.0200e+02,0.024204,2.27,1.1175,89.95,217,0.52,0,0.3151,3,11.5,0,0,0,0,5610,4.551,0.858,0.953,,15.632,16.202,15.537,14.272
FALSE POSITIVE,3.6673005,3.373,1.4490e+02,0.010864,0.62,0.0376,88.81,627,36.42,0,0.1985,371,9.1,0,0,1,0,3823,4.729,0.519,0.525,,15.826,17.255,15.909,13.596
FALSE POSITIVE,3.044771557,11.0593,4.8782e+05,0.67147,231.93,0.0522,85.31,2816,14849.39,0,0.295,0,3684.9,0,1,0,0,8199,3.747,3.163,2.039,,12.146,12.191,12.131,11.419
FALSE POSITIVE,0.773144492,4.05643,2.1596e+05,0.513647,107.13,0.0187,71.89,2860,15791.97,0,0.694,1689,2947.8,0,1,0,0,6413,4.038,1.91,1.453,,13.833,14.32,13.781,13.102
FALSE POSITIVE,2.66811113,22.49,4.8300e+01,0.008982,1.53,0.0411,12.03,1792,2439.28,0,0.9911,295,32.5,1,0,0,0,6593,4.164,1.561,1.302,,13.688,14.072,13.632,12.325
FALSE POSITIVE,50.44028536,12.2001,8.5309e+04,0.286534,51.5,0.2744,88.92,673,48.36,0,0.658,26,2499.7,0,1,0,0,6225,4.039,1.646,1.08,,12.009,12.348,11.94,10.937
FALSE POSITIVE,3.255385289,5.9498,1.5891e+05,0.381164,40.58,0.0419,84.46,1236,550.68,0,0.523,417,840.7,0,1,0,0,5806,4.425,0.975,0.923,,15.091,15.667,15.088,13.453
FALSE POSITIVE,7.4185369,1.451,1.4700e+01,0.003608,0.81,0.0984,89.95,1963,3511.86,0,0.053,141,5.2,1,0,0,0,9763,4.179,2.045,2.303,,11.364,11.252,11.402,11.055
FALSE POSITIVE,15.68434493,44.463,7.9160e+02,0.235036,56.23,0.1357,31.88,1136,393.14,0,1.206,71,256.3,0,1,0,0,6407,3.888,2.191,1.355,,13.102,13.412,13.04,12.169
FALSE POSITIVE,5.357409918,4.28582,1.9916e+05,0.552263,124.05,0.0598,86.38,1492,1172.13,0,0.804,202,936.1,0,1,0,0,5768,3.809,2.057,0.993,,13.166,13.71,13.149,11.953
FALSE POSITIVE,1.400991827,4.8798,6.4104e+04,0.467084,98.13,0.0276,63.84,2468,8795.37,0,1.093,963,669.6,0,1,0,0,6706,4.026,1.924,1.436,,11.244,11.539,11.236,10.623
CANDIDATE,19.2532128,1.674,2.1930e+02,0.013663,1.42,0.1423,89.84,692,54.13,0,0.247,72,7.4,0,0,0,0,6060,4.495,0.953,1.036,,15.362,15.81,15.31,14.239
FALSE POSITIVE,1.34062901,3.076,6.9500e+01,0.007869,0.82,0.0241,79.62,1678,1876.57,0,0.531,1005,13.1,0,0,0,1,6045,4.494,0.955,1.038,,15.13,15.59,15.073,13.955
CANDIDATE,14.1011023,4.513,1.0820e+02,0.0096,1.26,0.122,89.83,904,157.56,0,0.071,95,8.1,0,0,0,0,6534,4.365,1.199,1.219,,15.105,15.467,15.051,14.023
FALSE POSITIVE,7.448375935,4.23892,1.5267e+05,0.362978,34.37,0.0706,88.87,871,136.18,0,0.35,180,1837.9,0,1,0,0,5636,4.489,0.867,0.846,,15.178,15.667,15.126,13.97
FALSE POSITIVE,0.533628226,5.772,8.1800e+01,0.010118,2.41,0.0144,9.74,3885,53849.23,0,0.9385,1590,35.3,1,0,0,0,7163,3.906,2.177,1.392,,11.299,11.444,11.25,10.445
FALSE POSITIVE,0.678137665,1.00718,8.8500e+02,0.295257,30.37,0.0146,49.55,2274,6364.7,0,1.263,1970,172.7,0,1,1,0,6429,4.449,0.942,0.91,,14.291,14.627,14.268,13.299
FALSE POSITIVE,2.069415479,5.71941,1.6188e+04,0.406208,55.45,0.0343,56.39,1768,2310.53,0,1.241,648,1148.3,0,1,1,0,6640,4.343,1.25,1.261,,13.681,13.944,13.613,12.783
CANDIDATE,1.817079849,0.889,2.0460e+02,0.013225,1.39,0.0299,88.96,1454,1056.39,0,0.276,734,10.8,0,0,0,0,5808,4.503,0.963,1.077,,15.591,16.116,15.483,14.389
FALSE POSITIVE,8.04963472,6.00488,2.7965e+05,0.591862,95.98,0.0834,87.41,1247,571.1,0,0.671,0,5246.5,1,0,0,0,6698,4.171,1.485,1.197,,13.831,14.105,13.798,12.874
FALSE POSITIVE,11.57894687,4.6373,2.9974e+05,0.526691,58.32,0.0949,89.1,869,134.91,0,0.441,0,2456.3,0,1,0,0,6028,4.355,1.014,0.849,,15.003,15.459,14.982,13.896
FALSE POSITIVE,1.47258471,4.76885,2.2401e+05,0.557638,123.25,0.0292,77.27,2705,12617.53,0,0.75,470,741.5,0,1,0,0,7360,4.008,2.024,1.521,,14.206,14.347,14.159,13.335
CANDIDATE,5.15998178,3.356,4.1240e+02,0.326958,19.07,0.048,64.45,574,25.63,0,1.306,261,9.9,0,0,0,0,3900,4.727,0.534,0.555,,15.949,17.356,16.011,13.765
FALSE POSITIVE,4.446459958,2.558,5.6638e+03,0.370753,36.15,0.0517,79.07,1030,265.42,0,1.277,239,178.3,0,1,0,0,5615,4.504,0.893,0.929,,14.735,15.295,14.679,13.503
CANDIDATE,23.3787733,6.76,7.6000e+01,0.008025,0.92,0.164,89.38,694,54.98,0,0.2093,58,8.1,0,0,0,0,6210,4.424,1.054,1.07,,13.853,14.233,13.789,12.746
CANDIDATE,15.09984259,0.222,4.8480e+02,0.057838,4.11,0.1028,89.95,576,25.98,0,0.9711,88,6.7,0,0,0,0,5191,4.615,0.65,0.635,,15.37,16.026,15.348,13.921
FALSE POSITIVE,8.207257515,4.23835,3.9130e+05,0.690404,46.82,0.0676,88.54,650,42.1,0,0.596,0,1748.3,0,1,0,0,4859,4.637,0.621,0.61,,15.3,16.097,15.272,13.719
FALSE POSITIVE,498.68845,17.88,5.4830e+02,0.021483,2.44,1.2722,89.95,246,0.87,0,0.1119,3,9.4,1,0,0,0,6184,4.448,1.038,1.1,,15.166,15.597,15.123,14.125
FALSE POSITIVE,1.22775105,1.602,3.2760e+02,0.01632,1,0.0188,87.41,1094,340.64,0,0.262,1065,20.3,0,0,1,1,4551,4.713,0.56,0.59,,15.715,16.629,15.653,14.053
CANDIDATE,15.3416245,2.126,2.6960e+02,0.014618,1.3,0.1109,89.95,605,31.63,0,0.0481,87,9.2,0,0,0,0,5061,4.504,0.814,0.771,,14.813,15.565,14.75,13.355
CANDIDATE,21.980467,4.78,9.6000e+01,0.009047,0.92,0.1448,89.26,625,36.07,0,0.417,62,10.1,0,0,0,0,5573,4.418,0.936,0.837,,13.852,14.398,13.797,12.613
FALSE POSITIVE,7.214721393,2.36464,4.6802e+04,0.278534,16.79,0.06,87.58,630,37.12,0,0.898,185,582,0,1,0,0,4705,4.696,0.552,0.552,,14.853,15.668,14.851,13.256
CONFIRMED,8.15275885,1.746,1.6536e+04,0.118356,2.44,0.0439,89.38,305,2.03,0,0.461,65,9.2,0,0,0,0,3327,5.113,0.189,0.169,,17.475,18.666,17.462,13.542
FALSE POSITIVE,3.18740907,6.19,1.3750e+02,0.010375,0.81,0.0381,87.93,919,168.43,0,0.144,411,9.2,1,0,1,0,4808,4.589,0.715,0.723,,16.153,17.068,16.149,14.477
FALSE POSITIVE,10.23273611,1.55,,,,,,,,,,129,,1,0,0,0,,,,,,11.614,12.242,11.672,11.131
FALSE POSITIVE,0.962815183,2.581,2.0700e+01,0.004208,1.12,0.0211,88.24,3152,23331.88,0,0.0916,918,12.1,0,0,0,1,6638,3.792,2.445,1.349,,12.876,13.234,12.855,11.836
CANDIDATE,7.23524221,2.685,6.0000e+01,0.007012,0.82,0.0716,89.49,948,191.14,0,0.182,137,15.2,0,0,0,0,5574,4.354,1.065,0.933,,12.639,13.122,12.586,11.421
CANDIDATE,10.72900793,0.696,4.0430e+02,0.018606,1.78,0.0944,89.95,722,64.33,0,0.2652,126,10.1,0,0,0,0,5375,4.541,0.876,0.972,,15.188,15.855,15.093,13.791
CANDIDATE,8.19619768,2.109,1.9740e+02,0.014232,1.55,0.0758,87.67,851,123.81,0,0.781,164,9.3,0,0,0,0,5323,4.378,0.995,0.862,,15.188,15.855,15.093,13.791
